id,fname,lname,gender,age,nationality,airport_name,country_code,country_name,continent_code,continent_name,departure_date,airport_code,pilot_name,status,
J6Fwle,Braden,Ivanuschka,Male,42,Norway,Lubango Airport,AO,Angola,AF,Africa,6/15/2022,SDD,Prue Edwardes,On Time,
kGLr4M,Samson,Roff,Male,81,China,Bryant Army Heliport,US,United States,NAM,North America,9/15/2022,FRN,Markus Hambatch,Delayed,
m635tO,Mavis,Murrigan,Female,34,Bosnia and Herzegovina,Bellona/Anua Airport,SB,Solomon Islands,OC,Oceania,8/22/2022,BNY,Tiphani Axtonne,On Time,
cQLAvu,Aldis,Janning,Male,53,Colombia,Pobedilovo Airport,RU,Russian Federation,EU,Europe,8/18/2022,KVX,Claudian Coyish,Cancelled,
0fNbjZ,Onida,Slyford,Female,16,Belarus,Noto Airport,JP,Japan,AS,Asia,-2221954,NTQ,Goldi Swinn,Delayed,
dwK1m5,Leslie,Setford,Male,70,Argentina,Jackson County Reynolds Field,US,United States,NAM,North America,24.10.7250,JXN,Miguel Deacock,On Time,
CjlE3G,Blane,Michallat,Male,46,Brazil,Domodedovo International Airport,RU,Russian Federation,EU,Europe,-2246354,DME,Karissa Moxson,Delayed,
ZRAtLT,Baldwin,Redsell,Male,20,Philippines,Campina Verde Airport,BR,Brazil,SAM,South America,-2279754,0,Hilliary Shuter,Delayed,
KpNg8l,Tobias,Olman,Male,76,Philippines,Daloa Airport,CI,Côte d'Ivoire,AF,Africa,1/24/2022,DJO,Charley Picford,Delayed,
TO1zcD,Tansy,Jennaway,Female,55,Vietnam,El Kharga Airport,EG,Egypt,AF,Africa,-2410753,UVL,Sigvard Pollins,Delayed,
lepmNU,Meggie,Benoi,Female,39,China,Chautauqua County-Dunkirk Airport,US,United States,NAM,North America,2/23/2022,DKK,Caressa Saffle,On Time,
M0MAa9,Si,Benger,Male,83,North Korea,San Tomé Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,3/19/2022,SOM,Curry Cardno,Cancelled,
lnrHGK,Fredek,Bramham,Male,43,Greece,Tableland Homestead Airport,AU,Australia,OC,Oceania,9/30/2022,TBL,Jobye Somerset,Cancelled,
3dpmIj,Pincus,Hultberg,Male,15,China,Vishakhapatnam Airport,IN,India,AS,Asia,-2465453,VTZ,Matthieu Barthelme,Cancelled,
sX5Enx,Andrei,Moncey,Female,59,Philippines,Chignik Fisheries Airport,US,United States,NAM,North America,20.05.7257,KCG,Daniela Chancelier,Cancelled,
ROV82X,Roseann,Bloys,Female,41,Poland,Ascención De Guarayos Airport,BO,"Bolivia, Plurinational State of",SAM,South America,-2282854,ASC,Dieter Walkinshaw,On Time,
8pSFsp,Marion,Burnham,Male,6,Oman,Grants Pass Airport,US,United States,NAM,North America,8/13/2022,GTP,Cletus Poxon,Delayed,
EwIL8e,Hendrick,Sally,Male,23,China,Chuathbaluk Airport,US,United States,NAM,North America,06.11.7259,CHU,Brittney Tatlow,Cancelled,
7DJzgq,Laural,Wharlton,Female,51,United States,Bom Jesus da Lapa Airport,BR,Brazil,SAM,South America,-2081954,LAZ,Tedda Gaymar,On Time,
T8WVwi,Ruby,Elphinstone,Male,73,Philippines,Stephens Island Seaplane Base,AU,Australia,OC,Oceania,6/14/2022,STF,Benedict Spitaro,Cancelled,
jMrN0d,Junie,MacFadyen,Female,51,Dominican Republic,Thisted Airport,DK,Denmark,EU,Europe,01.01.7253,TED,Dru Toner,On Time,
GUWgnX,Francine,Leathart,Female,78,Russia,Decorah Municipal Airport,US,United States,NAM,North America,8/16/2022,DEH,Giordano Theodore,Delayed,
j1gIaD,Elihu,Albert,Male,47,Poland,Tillamook Airport,US,United States,NAM,North America,-2325453,OTK,Siana Boddis,Delayed,
tnjSl7,Cob,Vasilechko,Male,87,Sweden,Akureyri Airport,IS,Iceland,EU,Europe,5/25/2022,AEY,Alistair Matzaitis,Delayed,
qpmES4,Priscella,Fessby,Female,79,Syria,Gustavo Artunduaga Paredes Airport,CO,Colombia,SAM,South America,-2091054,FLA,Bradan Beggio,On Time,
a3ABJa,Evvie,Sapson,Female,56,Palestinian Territory,Roche Harbor Airport,US,United States,NAM,North America,-2404653,RCE,Hercules Rochewell,Delayed,
Xffk0n,Katherina,Ilyushkin,Female,71,Luxembourg,Shenzhen Bao'an International Airport,CN,China,AS,Asia,16.07.7250,SZX,Nevil August,Cancelled,
Bznc2L,Les,Cozens,Male,7,Russia,Chinde Airport,MZ,Mozambique,AF,Africa,-2075854,INE,Gavin Manske,Cancelled,
dgW5dt,Jaquelin,Chamberlen,Female,77,China,Solano Airport,CO,Colombia,SAM,South America,9/24/2022,SQF,Gorden De Domenici,On Time,
4GyWlK,Merrel,Venour,Male,46,China,Qiemo Yudu Airport,CN,China,AS,Asia,4/18/2022,IQM,Ashely Swede,Delayed,
giBt0u,Josey,Papez,Female,65,France,Naxos Airport,GR,Greece,EU,Europe,4/21/2022,JNX,Cobb Slogrove,Delayed,
znznWv,Moshe,Marling,Male,60,Indonesia,Saint-Nazaire-Montoir Airport,FR,France,EU,Europe,26.02.7269,SNR,Aliza Ivancevic,Delayed,
ATA4Cp,Merci,Patchett,Female,87,Yemen,Jurien Bay Airport,AU,Australia,OC,Oceania,8/29/2022,JUR,Erik Pursehouse,On Time,
uvSt9q,Evyn,Meakin,Male,90,Brazil,Sidney Municipal-Lloyd W Carr Field,US,United States,NAM,North America,01.02.7251,SNY,Pacorro Penchen,On Time,
hAa6yZ,Jacki,Millichip,Female,22,Honduras,Castlegar/West Kootenay Regional Airport,CA,Canada,NAM,North America,-2103254,YCG,Mona Vicioso,Cancelled,
jtuszS,Maureene,Spada,Female,80,Peru,General José María Yáñez International Airport,MX,Mexico,NAM,North America,-2365053,GYM,Camel Le Count,Cancelled,
LuaJIK,Claudian,Bushill,Male,54,Netherlands,Wiesbaden Army Airfield,DE,Germany,EU,Europe,8/26/2022,WIE,Prent Feldmann,Delayed,
hh3IK4,Desdemona,Graveney,Female,63,North Korea,Santa Maria Pub/Capt G Allan Hancock Field,US,United States,NAM,North America,-2435053,SMX,Keslie Farnie,On Time,
PmNT98,Barnie,Towers,Male,65,Bolivia,Murray Field,US,United States,NAM,North America,-2276754,EKA,Farra Izod,Delayed,
BrNnjt,Bonni,Debrett,Female,89,Indonesia,Cattle Creek Airport,AU,Australia,OC,Oceania,-2410753,CTR,Danita Grinston,Delayed,
al4tzw,Aldo,Axworthy,Male,11,Indonesia,Sacheon Air Base/Airport,KR,"Korea, Republic of",AS,Asia,-2118554,HIN,Bethina Antrobus,On Time,
HlCiez,Ambrosio,Trayes,Male,9,Russia,Muanda Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,8/16/2022,MNB,Ninnette McIntee,On Time,
I9TAdW,Cosmo,Yurygyn,Male,81,Bangladesh,Santana do Livramento Airport,BR,Brazil,SAM,South America,-2160954,LVB,Chad Dowman,Delayed,
9DthO3,Haskell,Janicki,Male,60,Mexico,Plovdiv International Airport,BG,Bulgaria,EU,Europe,-2218954,PDV,Katleen Izat,Delayed,
FxRQ3c,Sly,Wingate,Male,71,Indonesia,Korhogo Airport,CI,Côte d'Ivoire,AF,Africa,4/15/2022,HGO,Cissy Halwood,Delayed,
9r5oF5,Richmound,Bruhn,Male,14,Afghanistan,Rennell/Tingoa Airport,SB,Solomon Islands,OC,Oceania,26.02.7269,RNL,Weidar Darell,On Time,
ydw9x5,George,Copeman,Male,75,Czech Republic,Egal International Airport,SO,Somalia,AF,Africa,8/14/2022,HGA,Harald Adamczyk,On Time,
VKufma,Franny,Pegg,Male,32,Greece,Bodaybo Airport,RU,Russian Federation,AS,Asia,7/21/2022,ODO,Wendye Petrashkov,On Time,
6u5uwG,Eamon,Scrivinor,Male,73,Ukraine,Ostafyevo International Airport,RU,Russian Federation,EU,Europe,5/26/2022,OSF,Nissie Ruddick,Delayed,
aEPc7z,Pippy,Buckthorpe,Female,66,Russia,Malvinas Argentinas Airport,AR,Argentina,SAM,South America,6/16/2022,USH,Chelsae MacCoveney,Cancelled,
QTEuFS,Angelia,Quare,Female,68,Iran,Brookings Airport,US,United States,NAM,North America,4/15/2022,BOK,Dru O'Lagene,On Time,
NJdPnM,Tan,Middleditch,Male,85,Indonesia,Grissom Air Reserve Base,US,United States,NAM,North America,-2444253,GUS,Bartolomeo Gabbotts,Cancelled,
Fuj7Uk,Elane,Spain,Female,67,China,Korla Airport,CN,China,AS,Asia,26.02.7269,KRL,Hillel Benkin,Delayed,
oGM9FQ,Logan,Corington,Male,24,China,Tokoroa Airfield,NZ,New Zealand,OC,Oceania,9/22/2022,TKZ,Frankie Gingedale,On Time,
z2t9N4,Maurise,Fuggles,Male,41,Pakistan,São Pedro Airport,CV,Cabo Verde,AF,Africa,6/24/2022,VXE,Peadar Pirnie,Delayed,
ClJoSE,Anabel,Wearn,Female,54,Poland,Qazvin Airport,IR,"Iran, Islamic Republic of",AS,Asia,3/15/2022,GZW,Walden MacSkeaghan,On Time,
9p40jw,Devland,Julyan,Male,6,Armenia,Moises R. Espinosa Airport,PH,Philippines,AS,Asia,07.05.7248,MBT,Raquel Syvret,Delayed,
2lnugn,Georgine,Rozet,Female,59,Poland,Clinton Creek Airport,CA,Canada,NAM,North America,9/20/2022,YLM,Claribel Rickson,Cancelled,
Si5doM,Meaghan,Aldridge,Female,15,Sudan,Lasham Airport,GB,United Kingdom,EU,Europe,4/20/2022,QLA,Fannie Valentin,Cancelled,
ISV1zt,Mic,Briance,Male,76,China,Huangyan Luqiao Airport,CN,China,AS,Asia,8/17/2022,HYN,Skell Mapes,On Time,
xvdXeQ,Trefor,Mauditt,Male,8,Estonia,Easton State Airport,US,United States,NAM,North America,7/25/2022,ESW,Sissie Gorrie,Cancelled,
ndCMzQ,Cami,Demschke,Female,66,Palestinian Territory,Long Island Airport,PG,Papua New Guinea,OC,Oceania,9/24/2022,LSJ,Mahmud Malarkey,Delayed,
9wXctb,Rustie,Jouhandeau,Male,10,United States,Hamburg-Finkenwerder Airport,DE,Germany,EU,Europe,9/28/2022,XFW,Corrinne Scarce,Cancelled,
E24LRG,Marybeth,Jindracek,Female,52,Sweden,Gustaf III Airport,BL,Saint Barthélemy,NAM,North America,-2313253,SBH,Brenden Mitcheson,Delayed,
AC351h,Claiborn,Crofthwaite,Male,40,Yemen,Aktau Airport,KZ,Kazakhstan,AS,Asia,2/27/2022,SCO,Linea Gravenor,On Time,
nD5jlb,Lanae,Pauli,Female,2,South Africa,Kindamba Airport,CG,Congo,AF,Africa,-2145954,KNJ,Collete Biggerstaff,Delayed,
2i7Lfi,Valeria,Garling,Female,20,Philippines,Midland Airpark,US,United States,NAM,North America,-2425853,MDD,Dorisa Shipperbottom,Delayed,
clu1vv,Libbie,Sebrens,Female,40,China,Gode Airport,ET,Ethiopia,AF,Africa,-2197454,GDE,Dianna Leuchars,Delayed,
J4G9Bv,Candy,Dimock,Female,26,Indonesia,Chute-Des-Passes/Lac Margane Seaplane Base,CA,Canada,NAM,North America,7/24/2022,YWQ,Frannie Rizzardini,Cancelled,
0uEvQn,Bucky,Jakubovitch,Male,36,Brazil,Hanchey Army (Fort Rucker) Heliport,US,United States,NAM,North America,7/27/2022,HEY,Berton Le Breton,Cancelled,
o2CXQQ,Shantee,Grumble,Female,51,China,Cape Cod Coast Guard Air Station,US,United States,NAM,North America,4/17/2022,FMH,Gerty Seeler,Delayed,
tnVMEU,Randi,Bemlott,Male,63,Mexico,Nhon Co Airfield,VN,Viet Nam,AS,Asia,-2480753,HOO,Nedi Blackaller,Delayed,
DzQEHp,Nadine,McInally,Female,39,Japan,Hyder Seaplane Base,US,United States,NAM,North America,-2431953,WHD,Blake Benger,Cancelled,
Dmk64u,Mallory,Gallichan,Male,2,Philippines,Tabas Airport,IR,"Iran, Islamic Republic of",AS,Asia,-2355853,TCX,Kessiah Dunkinson,Delayed,
Tn5E5z,Mahmoud,Cuttles,Male,35,Benin,Nangade Airport,MZ,Mozambique,AF,Africa,1/14/2022,NND,Aldwin Durgan,On Time,
MLcS3E,Yvette,Benezet,Female,85,Indonesia,Jeon Ju Airport (G-703),KR,"Korea, Republic of",AS,Asia,3/15/2022,CHN,Padget Phifer,Cancelled,
7pSk4R,Olivia,Instrell,Female,19,Indonesia,Sengapi Airstrip,PG,Papua New Guinea,OC,Oceania,-2139754,SGK,Obidiah Fierro,Cancelled,
xgPL5s,Maddy,Rake,Female,77,Ethiopia,Khatanga Airport,RU,Russian Federation,AS,Asia,3/13/2022,HTG,Julie Galland,Cancelled,
QGZAHm,Charo,Ranson,Female,69,Czech Republic,Muscat International Airport,OM,Oman,AS,Asia,14.02.7260,MCT,Felike Pegrum,Cancelled,
AiHjV5,Jeremie,Gething,Male,60,China,Nanki Shirahama Airport,JP,Japan,AS,Asia,-2416653,SHM,Byran Balshaw,On Time,
VukrqZ,Kirstin,Howlin,Female,4,France,Alverca Air Base,PT,Portugal,EU,Europe,-2483753,AVR,Collette Gawthorpe,Delayed,
x41BDv,Britteny,Fierro,Female,67,Ethiopia,Sanandaj Airport,IR,"Iran, Islamic Republic of",AS,Asia,-2212754,SDG,Lonnie Gounin,On Time,
x86Pk5,Janifer,Vardon,Female,42,Portugal,Sola Airport,VU,Vanuatu,OC,Oceania,10.09.7266,SLH,Elaine Margerrison,On Time,
7rup00,Lyle,Blissett,Male,77,Cyprus,Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,United States,NAM,North America,1/21/2022,MML,Red Nightingale,On Time,
xfD9Br,Iggie,Peasegood,Male,81,Sweden,Port Largo Airport,US,United States,NAM,North America,-2185454,KYL,Waylin Ivanovic,On Time,
zyrz7p,Dolph,Schneidar,Male,39,China,Yuma MCAS/Yuma International Airport,US,United States,NAM,North America,-2474653,YUM,Lauri Hebblethwaite,Cancelled,
wx1r7V,Gannie,Rosenauer,Male,85,China,Narvik Framnes Airport,NO,Norway,EU,Europe,20.04.7259,NVK,Frans Simmell,Delayed,
OJk6oK,Iggie,Grundell,Male,86,Russia,Austin Municipal Airport,US,United States,NAM,North America,-2410753,AUM,Sybille Dunleavy,Cancelled,
uyzduC,Erastus,Simonot,Male,60,Poland,Simara Airport,NP,Nepal,AS,Asia,9/16/2022,SIF,Kimball Sivorn,Cancelled,
9LfkfI,Franny,Clemintoni,Male,90,Poland,Goulimime Airport,MA,Morocco,AF,Africa,24.05.7260,GLN,Portia Rance,Cancelled,
VCyD5A,Hilliary,Lucks,Female,38,Haiti,Yaoqiang Airport,CN,China,AS,Asia,-2301154,TNA,Callie Lathe,Delayed,
UMm3sw,Korrie,Sex,Female,19,China,Halls Creek Airport,AU,Australia,OC,Oceania,-2203654,HCQ,Michael Gravet,Delayed,
KA3Rmk,Mureil,Swinn,Female,26,China,Ignace Municipal Airport,CA,Canada,NAM,North America,-2313253,ZUC,Virgie Gladbeck,On Time,
URsz3s,Janella,Jennions,Female,23,Poland,Agropecuária Castanhais Airport,BR,Brazil,SAM,South America,9/13/2022,ITI,Marion Alvin,Delayed,
Mol2Wh,Cchaddie,Jennaway,Male,70,China,Rijeka Airport,HR,Croatia,EU,Europe,-2225054,RJK,Ginnifer Camis,On Time,
OGPeQZ,Saidee,Beels,Female,51,Japan,Irecê Airport,BR,Brazil,SAM,South America,-2361953,IRE,Anny Clewlowe,Cancelled,
Ta7ZdY,Conney,Haswall,Male,20,Indonesia,Luiza Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,-2383253,LZA,Isadore Scupham,On Time,
vybSh4,Alis,Taggerty,Female,61,Brazil,Stella Maris Airport,BS,Bahamas,NAM,North America,9/24/2022,SML,Gardiner Gauden,Delayed,
8iK4h7,Carla,Vevers,Female,66,Portugal,Solapur Airport,IN,India,AS,Asia,2/27/2022,SSE,Fidelity Bradborne,On Time,
DtxAb3,Maddy,Bartley,Male,37,Comoros,Pittsburgh International Airport,US,United States,NAM,North America,3/24/2022,PIT,Alvan Skippen,On Time,
jpa5KX,Jacquelynn,Makinson,Female,73,Brazil,Moranbah Airport,AU,Australia,OC,Oceania,16.03.7258,MOV,Wilmette Mushrow,Delayed,
Ob29xD,Austin,Gwynn,Male,61,Russia,Sanderson Field,US,United States,NAM,North America,16.03.7258,SHN,Deerdre Alenov,Cancelled,
7wYrgC,Jacquenetta,Jacob,Female,10,China,Gamarmalamo Airport,ID,Indonesia,AS,Asia,7/14/2022,GLX,Cristian Knapp,On Time,
RkqDEq,Peadar,McLleese,Male,10,China,Rokeby Airport,AU,Australia,OC,Oceania,5/19/2022,RKY,Ellswerth Bridgett,On Time,
4SDmUW,Mirella,Dumbare,Female,24,Haiti,Waycross Ware County Airport,US,United States,NAM,North America,22.02.7266,AYS,Smitty Spadaro,On Time,
YwdB6K,Johny,Fitzackerley,Male,1,Papua New Guinea,Bouaké Airport,CI,Côte d'Ivoire,AF,Africa,-2279754,BYK,Ailbert Hullah,Cancelled,
0IKs6t,Frans,Salzburg,Male,60,Russia,Esler Regional Airport,US,United States,NAM,North America,7/21/2022,ESF,Leisha Issakov,Cancelled,
saQxni,Maryellen,Hare,Female,50,Armenia,Ranong Airport,TH,Thailand,AS,Asia,06.06.7269,UNN,Tyne Soltan,Cancelled,
6zpu41,Fernando,Easen,Male,10,Kosovo,Hami Airport,CN,China,AS,Asia,7/31/2022,HMI,Benedikt O' Gara,Cancelled,
5pEcNN,Fredia,MacKellar,Female,12,Philippines,Opa-locka Executive Airport,US,United States,NAM,North America,5/25/2022,OPF,Vera Drain,Cancelled,
gyBggW,Katherine,Wolfindale,Female,7,China,Lugano Airport,CH,Switzerland,EU,Europe,-2435053,LUG,Vail Ruffles,On Time,
b23QWa,Doralynne,Girodin,Female,83,Indonesia,Manassas Regional Airport/Harry P. Davis Field,US,United States,NAM,North America,-2407753,MNZ,Sayers McJerrow,On Time,
uFxMXT,Etienne,Trusler,Male,48,Russia,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",IT,Italy,EU,Europe,-2182454,TAR,Ethel Moring,On Time,
ai9Avq,Jacenta,Ridesdale,Female,27,Brazil,Xichang Qingshan Airport,CN,China,AS,Asia,-2127554,XIC,Susie Hasser,Delayed,
ybmfYq,Koenraad,Merlin,Male,8,China,Skopje Alexander the Great Airport,MK,North Macedonia,EU,Europe,9/23/2022,SKP,Elga Schule,Cancelled,
PmIUrc,Leland,Kliemchen,Male,62,Thailand,Maningrida Airport,AU,Australia,OC,Oceania,-2392453,MNG,Eleen Kliner,Delayed,
LqCip0,Kirsteni,Hovert,Female,18,China,Bitburg Airport,DE,Germany,EU,Europe,18.01.7265,BBJ,Gussie McCaughren,Delayed,
wwGqUK,Perry,Pere,Male,57,United States,Creston Valley Regional Airport - Art Sutcliffe Field,CA,Canada,NAM,North America,2/24/2022,CFQ,Serena Dubery,Delayed,
tMzFIQ,Noam,Yantsev,Male,20,Greece,Reno Tahoe International Airport,US,United States,NAM,North America,1/23/2022,RNO,Alika Windows,On Time,
VKqrma,Finley,Arnoult,Male,90,Greece,Baramita Airport,GY,Guyana,SAM,South America,3/21/2022,BMJ,Thatch Pittaway,Cancelled,
s4aCQI,Tiffi,Wyeld,Female,86,Russia,Frans Sales Lega Airport,ID,Indonesia,AS,Asia,11.06.7249,RTG,Harcourt Puttock,On Time,
6Ygh60,Cammy,Robel,Female,12,China,Nancy-Essey Airport,FR,France,EU,Europe,-2431953,ENC,Roanne Chatwin,Delayed,
Zz8be8,Franklyn,Spary,Male,82,Portugal,Tommy Kochon Airport,CA,Canada,NAM,North America,4/28/2022,YCK,Tommie Aizic,On Time,
4uWLaR,Trish,Scattergood,Female,38,El Salvador,Motueka Airport,NZ,New Zealand,OC,Oceania,3/23/2022,MZP,Robyn Punchard,Cancelled,
yIPs0V,Sly,Risso,Male,25,China,Wanxian Airport,CN,China,AS,Asia,-2057554,WXN,Perry Bartalot,On Time,
Rn9bym,Benjy,Glisenan,Male,22,Czech Republic,Carnot Airport,CF,Central African Republic,AF,Africa,4/18/2022,CRF,Sioux Mertgen,Delayed,
grMyg9,Dolly,Garett,Female,67,Cuba,Linden Airport,US,United States,NAM,North America,11.06.7249,LDJ,Ibbie Brunnstein,Delayed,
HIlEk8,Jewelle,Antal,Female,63,China,Gurney Airport,PG,Papua New Guinea,OC,Oceania,7/16/2022,GUR,Abelard Trahear,Delayed,
gXmw4G,Heriberto,Wickstead,Male,82,China,Malabo Airport,GQ,Equatorial Guinea,AF,Africa,-2225054,SSG,Silvain Bavester,Delayed,
3vXbx2,Alex,Draysay,Male,15,Poland,Laura Airport,AU,Australia,OC,Oceania,-2389353,LUU,Chery Jarry,Cancelled,
Lmvz3X,Riccardo,Flahy,Male,82,Indonesia,Kabri Dehar Airport,ET,Ethiopia,AF,Africa,-2115554,ABK,Arnold Yakunikov,Cancelled,
6KL3hf,Barbe,Grutchfield,Female,71,Bosnia and Herzegovina,Vincenzo Florio Airport Trapani-Birgi,IT,Italy,EU,Europe,24.06.7258,TPS,Jobey Brozsset,On Time,
YncNun,Skippy,Gallehock,Male,21,China,Lemmon Municipal Airport,US,United States,NAM,North America,28.01.7248,LEM,Moyna Monard,Cancelled,
FYvMlh,Honey,Wintour,Female,57,Russia,Varrelbusch Airport,DE,Germany,EU,Europe,1/23/2022,VAC,Philippe Roggieri,On Time,
kl1Xs9,Tiff,Deerr,Female,89,Peru,Phoenix-Mesa-Gateway Airport,US,United States,NAM,North America,9/21/2022,AZA,Leeanne Yateman,Delayed,
DmgiiX,Barbabra,Coley,Female,83,Poland,Honiara International Airport,SB,Solomon Islands,OC,Oceania,-2368053,HIR,Nicky Helmke,On Time,
OjGrYS,Clementine,Gladstone,Female,84,Papua New Guinea,Mumias Airport,KE,Kenya,AF,Africa,06.12.7257,MUM,Boony Lumbers,On Time,
eKQJib,Syman,Brosel,Male,22,China,Lague Airport,CG,Congo,AF,Africa,24.06.7258,LCO,Winona Esterbrook,Delayed,
vzhcWK,Arlene,MacGhee,Female,36,Croatia,Lawson Army Air Field (Fort Benning),US,United States,NAM,North America,4/28/2022,LSF,Morly Feldberg,Cancelled,
h56yLh,Quent,Anfusso,Male,24,Mauritius,Oro Negro Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,-2307054,CBS,Lura Ramberg,Delayed,
MN8qDI,Flor,Worsfold,Female,12,Tanzania,Minsk 1 Airport,BY,Belarus,EU,Europe,7/19/2022,MHP,Albertine Myhan,On Time,
rrmbQl,Zachariah,Le Friec,Male,79,Indonesia,Kahului Airport,US,United States,NAM,North America,-2097154,OGG,Waly Cornils,Delayed,
W9fbhm,Rutledge,Gladeche,Male,70,Brazil,Daegu Airport,KR,"Korea, Republic of",AS,Asia,9/18/2022,TAE,Ryan Horbath,On Time,
hm7h7u,Paulo,Broomhall,Male,73,Thailand,Nanjing Lukou Airport,CN,China,AS,Asia,1/16/2022,NKG,Dill Jaffra,Cancelled,
T6aXwx,Hurleigh,Pierton,Male,10,Serbia,Guymon Municipal Airport,US,United States,NAM,North America,3/16/2022,GUY,Horatia Niave,On Time,
bN0ZZS,Pat,Bramer,Male,44,Thailand,Duncan Town Airport,BS,Bahamas,NAM,North America,2/19/2022,DCT,Georgie Kramer,Delayed,
lpOkC8,Kizzee,Howsley,Female,9,Portugal,New Cametá Airport,BR,Brazil,SAM,South America,2/15/2022,CMT,Lexy Hiscoke,On Time,
wNpI4n,Heath,McMurthy,Male,46,China,Seinäjoki Airport,FI,Finland,EU,Europe,7/31/2022,SJY,Angelle Overland,On Time,
RdsO22,Edi,Passie,Female,60,France,Bergen Airport Flesland,NO,Norway,EU,Europe,6/26/2022,BGO,Darin Luckwell,Delayed,
tIuEQ8,Yovonnda,Czaja,Female,36,Greece,The Ohio State University Airport - Don Scott Field,US,United States,NAM,North America,8/21/2022,OSU,Edmon Gawthrope,On Time,
yJVs0C,Coop,Giotto,Male,82,Slovenia,Schenectady County Airport,US,United States,NAM,North America,5/25/2022,SCH,Milton O'Shiels,On Time,
0TYAYl,Monro,Langshaw,Male,30,Portugal,Westport Airport,NZ,New Zealand,OC,Oceania,-2395453,WSZ,Shel Deakes,On Time,
ec0qU9,Hartley,Hugueville,Male,36,Sweden,Kasompe Airport,ZM,Zambia,AF,Africa,9/20/2022,CGJ,Ruthe Connaughton,Delayed,
zQEDtq,Rich,Cohn,Male,24,Serbia,Fáskrúðsfjörður Airport,IS,Iceland,EU,Europe,-2343553,FAS,Ilysa Van de Vlies,Cancelled,
yIaVDF,Tome,Denisevich,Male,74,United States,Punta de Maisi Airport,CU,Cuba,NAM,North America,-2170154,UMA,Delmar Tripney,Cancelled,
Y4rzhl,Jobyna,Averay,Female,49,Philippines,İncirlik Air Base,TR,Turkey,AS,Asia,-2118554,UAB,Betti De Dantesie,Cancelled,
tzurp5,Kristofor,Barlthrop,Male,36,Indonesia,Port Menier Airport,CA,Canada,NAM,North America,07.03.7252,YPN,Ceciley Page,Delayed,
JkQ0tP,Gibby,Bern,Male,86,Ukraine,Kogalym International Airport,RU,Russian Federation,AS,Asia,-2206654,KGP,Bank Nevill,On Time,
NHc0W2,Meredithe,Jersh,Female,25,Malaysia,São Mateus Airport,BR,Brazil,SAM,South America,5/23/2022,SBJ,Ariela Scutching,Cancelled,
4aYrrc,Lyndy,Busk,Female,13,China,Anguganak Airport,PG,Papua New Guinea,OC,Oceania,-2188554,AKG,Chandal Roz,Delayed,
nSLz3V,Far,Breslin,Male,89,Argentina,Kulik Lake Airport,US,United States,NAM,North America,5/29/2022,LKK,Janenna Velasquez,Delayed,
0CUfkJ,Miles,Hawkswood,Male,68,Jamaica,Alberni Valley Regional Airport,CA,Canada,NAM,North America,9/16/2022,YPB,Artus Vigors,Cancelled,
UtrMIb,Winifield,Martindale,Male,23,China,Sanderson Field,US,United States,NAM,North America,-2453153,SHN,Teresita Hasney,On Time,
QE2mkJ,Catlee,Paolino,Female,17,Ireland,Cotswold Airport,GB,United Kingdom,EU,Europe,-2450353,GBA,Amelie Scoullar,Delayed,
JNY4zj,Stan,Priddle,Male,76,Uzbekistan,Rochefort-Saint-Agnant (BA 721) Airport,FR,France,EU,Europe,1/29/2022,RCO,Vale Clifton,On Time,
Nkankt,Cleve,Rayson,Male,11,Dominican Republic,Bosset Airport,PG,Papua New Guinea,OC,Oceania,01.11.7256,BOT,Neilla Lockney,Cancelled,
XygXWJ,Von,Flippen,Male,28,China,Long Semado Airport,MY,Malaysia,AS,Asia,5/19/2022,LSM,Elisa Grossier,Cancelled,
d18IT7,Tabbitha,Beirne,Female,38,Sweden,Dourados Airport,BR,Brazil,SAM,South America,06.11.7259,DOU,Merla Elcoux,Cancelled,
GaoRrX,Stanislas,Ingarfill,Male,25,China,Shaikh Zaid Airport,PK,Pakistan,AS,Asia,-2121654,RYK,Che Sauvage,Cancelled,
6fIlnv,Kora,Pendre,Female,41,Indonesia,Livermore Municipal Airport,US,United States,NAM,North America,6/26/2022,LVK,Tobias Zamudio,Delayed,
f4aiN7,Twila,Crannis,Female,50,Italy,Enid Woodring Regional Airport,US,United States,NAM,North America,8/19/2022,WDG,Didi Matysiak,On Time,
w8nrVc,Fiona,Thonason,Female,23,South Korea,Yichang Sanxia Airport,CN,China,AS,Asia,5/29/2022,YIH,Rory Cubbon,Delayed,
UMO943,Rosabelle,Kaas,Female,49,Ireland,Grant Co Regional/Ogilvie Field,US,United States,NAM,North America,-2167154,JDA,Mechelle Rawstorne,On Time,
s5rtla,Audrye,Byrd,Female,84,Indonesia,Jackson Hole Airport,US,United States,NAM,North America,01.01.7253,JAC,Barnard McDonogh,Delayed,
gEcyg8,Laurens,Footer,Male,48,Israel,Perryville Airport,US,United States,NAM,North America,4/15/2022,KPV,Gerard Challenor,Delayed,
CPnhrb,Elizabeth,Selly,Female,5,China,Xai-Xai Airport,MZ,Mozambique,AF,Africa,5/29/2022,VJB,Raymond Clilverd,On Time,
